p.id	i.id	t.id	i.description	i.itemEtt	i.language	i.maxPolicyPhase	i.p.data_source	i.p.reference_text_0	i.parameter.description	i.parameter.source	i.parameter.source_rtl	i.parameter.srclang	i.parameter.target_rtl	i.parameter.trans0	i.parameter.trans0_display	i.parameter.trans1	i.parameter.trans1_display	i.parameter.trglang	i.status	i.tag	t.actualTaskTimeSeconds	t.estimatedTaskTimeMinutes	t.firstAcquireTimestamp	t.firstSubmitTimestamp	t.lastAcquireTimestamp	t.lastSubmitTimestamp	t.raterId	t.raterLogin	t.s.sys0	t.s.sys1	t.status	t.timestamp
167599221	56187992309	9197912312	新化红茶一抹红，注入了茶文化内涵，人气旺、交易火，湘茶产业喜迎新的春天。	0.5	Chinese_Simplified (CN)	0	unknown_source	The red color of Xinhua black tea has instilled the essence of tea culture, and with its popularity and hot transactions, the Hunan tea industry is ushering in a new spring.	新化红茶一抹红，注入了茶文化内涵，人气旺、交易火，湘茶产业喜迎新的春天。	新化红茶一抹红，注入了茶文化内涵，人气旺、交易火，湘茶产业喜迎新的春天。	false	Chinese	false	A touch of red in Xinhua red tea, infused with the connotation of tea culture, has brought popularity and brisk business to the Hunan tea industry, which is welcoming a new spring.	A touch of red in Xinhua red tea, infused with the connotation of tea culture, has brought popularity and brisk business to the Hunan tea industry, which is welcoming a new spring.	A touch of red in Xinhua red tea, infused with the connotation of tea culture, has attracted a lot of people and boosted the tea trade. The Hunan tea industry is welcoming a new spring.	A touch of red in Xinhua red tea, infused with the connotation of tea culture, has attracted a lot of people and boosted the tea trade. The Hunan tea industry is welcoming a new spring.	English	Completed		35	0.5	1699518560471	1699518595772	1699518560471	1699518595772	57056787	f...r@gmail.com	4	4	Completed	1699518595772
167599221	56187992310	10650324500	本届联赛分为常规赛与季后赛，参赛运动员年龄段为U6至U18，组别设置分为竞技组与选拔组，共吸引全市256支代表队的近3600名球员参加。	0.5	Chinese_Simplified (CN)	0	unknown_source	The league was divided into the regular season and the post season, with athletes from U6 to U18; they were divided into competitive group and the selection group; nearly 3,600 athletes from 256 teams of the whole city participated in the league.	本届联赛分为常规赛与季后赛，参赛运动员年龄段为U6至U18，组别设置分为竞技组与选拔组，共吸引全市256支代表队的近3600名球员参加。	本届联赛分为常规赛与季后赛，参赛运动员年龄段为U6至U18，组别设置分为竞技组与选拔组，共吸引全市256支代表队的近3600名球员参加。	false	Chinese	false	The league is divided into regular season and playoffs. The age of the players is from U6 to U18. The groups are divided into competitive group and selection group. A total of nearly 3600 players from 256 teams in the city participated.	The league is divided into regular season and playoffs. The age of the players is from U6 to U18. The groups are divided into competitive group and selection group. A total of nearly 3600 players from 256 teams in the city participated.	The league is divided into regular season and playoffs. The age of the players is from U6 to U18. The groups are divided into competitive group and selection group. A total of nearly 3,600 players from 256 teams in the city participated.	The league is divided into regular season and playoffs. The age of the players is from U6 to U18. The groups are divided into competitive group and selection group. A total of nearly 3,600 players from 256 teams in the city participated.	English	Completed		26	0.5	1699521773782	1699521799754	1699521773782	1699521799754	57056787	f...r@gmail.com	4	5	Completed	1699521799754
167599221	56187992311	8651012550	但口水鸡是否可退款	0.5	Chinese_Simplified (CN)	0	unknown_source	But can I ask for a refund of the Poached Chicken with Chili Sauce?	但口水鸡是否可退款	但口水鸡是否可退款	false	Chinese	false	But is the saliva chicken refundable?	But is the saliva chicken refundable?	But is the saliva chicken refundable?The correct translation is: But is the saliva chicken refundable?	But is the saliva chicken refundable?The correct translation is: But is the saliva chicken refundable?	English	Completed		58	0.5	1699540116864	1699540174821	1699540116864	1699540174821	56225225	b...r@gmail.com	4	3	Completed	1699540174821
167599221	56187992312	8650228499	如果你不是计算机专业的，但是也能够支付一定的学习金钱和时间成本，那么建议去培训机构学习，这样学习不用很费劲，老师讲解的也很详细，有问题也有人专门解答，另外在学习规划或者监督方面也有帮助。	0.5	Chinese_Simplified (CN)	0	unknown_source	If you are not a computer major, but you can pay certain amount of money and devote your time to your learning, then I suggest you go to an agency to study; it’ll be easier this way as the teachers will explain in detail and there will be designated people answering your questions; in addition, it’ll be helpful to your study planning or help you get supervision.	如果你不是计算机专业的，但是也能够支付一定的学习金钱和时间成本，那么建议去培训机构学习，这样学习不用很费劲，老师讲解的也很详细，有问题也有人专门解答，另外在学习规划或者监督方面也有帮助。	如果你不是计算机专业的，但是也能够支付一定的学习金钱和时间成本，那么建议去培训机构学习，这样学习不用很费劲，老师讲解的也很详细，有问题也有人专门解答，另外在学习规划或者监督方面也有帮助。	false	Chinese	false	If you are not a computer major, but you can also afford a certain amount of learning money and time cost, then it is recommended to go to a training institution to learn. This way, you don't have to work hard, the teachers explain things in great detail, and there are people who can answer your questions. Additionally, they can help you with your learning plan or supervision.	If you are not a computer major, but you can also afford a certain amount of learning money and time cost, then it is recommended to go to a training institution to learn. This way, you don't have to work hard, the teachers explain things in great detail, and there are people who can answer your questions. Additionally, they can help you with your learning plan or supervision.	If you are not a computer major, but you can also afford a certain amount of learning costs, then it is recommended to go to a training institution to learn. This way, you don't have to work hard, the teachers explain things in great detail, and there are people who can answer questions specifically. In addition, there is also help in terms of learning planning or supervision.	If you are not a computer major, but you can also afford a certain amount of learning costs, then it is recommended to go to a training institution to learn. This way, you don't have to work hard, the teachers explain things in great detail, and there are people who can answer questions specifically. In addition, there is also help in terms of learning planning or supervision.	English	Completed		123	0.5	1699542810083	1699542932918	1699542810083	1699542932918	56225225	b...r@gmail.com	3	3	Completed	1699542932918
167599221	56187992313	8650861411	黑公关的专业化可见一斑：几十个热搜同时上榜，哪些吸引目光、哪些负责科普、哪些引战造势、哪些转移视线、哪些影响认知、哪些误导判断、哪些煽动情感、哪些裹挟决策，黑产账号分批次、分节点精细化作战，几乎考虑到舆情传播扩散中的所有要素。	0.5	Chinese_Simplified (CN)	0	unknown_source	The professionalism of black public relations can be seen: dozens of trending topics are on the list at the same time, which attract attention, which are responsible for explanation, which lead to argument and accumulate momentum, which divert attention, which affect understanding, which mislead judgment, which incite emotion, which coerce decision-making; the black production accounts work in batches and conduct segmented operations in different batches and time nodes, taking into account almost all elements in the spread of public opinion.	黑公关的专业化可见一斑：几十个热搜同时上榜，哪些吸引目光、哪些负责科普、哪些引战造势、哪些转移视线、哪些影响认知、哪些误导判断、哪些煽动情感、哪些裹挟决策，黑产账号分批次、分节点精细化作战，几乎考虑到舆情传播扩散中的所有要素。	黑公关的专业化可见一斑：几十个热搜同时上榜，哪些吸引目光、哪些负责科普、哪些引战造势、哪些转移视线、哪些影响认知、哪些误导判断、哪些煽动情感、哪些裹挟决策，黑产账号分批次、分节点精细化作战，几乎考虑到舆情传播扩散中的所有要素。	false	Chinese	false	The professionalization of black public relations is evident: dozens of hot searches are on the list at the same time, which ones attract attention, which ones are responsible for popular science, which ones are inciting war and creating momentum, which ones are diverting attention, which ones affect cognition, which ones mislead judgment, which ones incite emotions, and which ones are wrapped up in decision-making. Black-market accounts fight in batches and nodes, and almost consider all the elements in the spread of public opinion.	The professionalization of black public relations is evident: dozens of hot searches are on the list at the same time, which ones attract attention, which ones are responsible for popular science, which ones are inciting war and creating momentum, which ones are diverting attention, which ones affect cognition, which ones mislead judgment, which ones incite emotions, and which ones are wrapped up in decision-making. Black-market accounts fight in batches and nodes, and almost consider all the elements in the spread of public opinion.	The professionalization of black PR is evident: dozens of hot searches are on the list at the same time, which ones attract attention, which ones are responsible for science popularization, which ones are inciting war and creating momentum, which ones are diverting attention, which ones affect cognition, which ones mislead judgment, which ones incite emotions, and which ones are wrapped up in decision-making. Black-market accounts fight in batches and nodes, and almost consider all the elements in the spread of public opinion.	The professionalization of black PR is evident: dozens of hot searches are on the list at the same time, which ones attract attention, which ones are responsible for science popularization, which ones are inciting war and creating momentum, which ones are diverting attention, which ones affect cognition, which ones mislead judgment, which ones incite emotions, and which ones are wrapped up in decision-making. Black-market accounts fight in batches and nodes, and almost consider all the elements in the spread of public opinion.	English	Completed		48	0.5	1699586626090	1699586674247	1699586626090	1699586674247	56225225	b...r@gmail.com	2	2	Completed	1699586674247
167599221	56187992314	9197786760	“异途行者”南晓楼、月无华再次开启作死的探秘之旅，他们的身世即将揭晓。	0.5	Chinese_Simplified (CN)	0	unknown_source	Nan Xiaolou and Yue Wuhua, the “travelers of a different journey”, start the risky travel of secrets exploration, and their life stories will be revealed soon.	“异途行者”南晓楼、月无华再次开启作死的探秘之旅，他们的身世即将揭晓。	“异途行者”南晓楼、月无华再次开启作死的探秘之旅，他们的身世即将揭晓。	false	Chinese	false	"""Itinerant"" Nan Xiaolou and Yue Wuhua once again embark on a journey of death to explore the mysteries, and their life stories are about to be revealed."	"""Itinerant"" Nan Xiaolou and Yue Wuhua once again embark on a journey of death to explore the mysteries, and their life stories are about to be revealed."	"""The 'Itinerant' Nan Xiaolou and Yue Wuhua once again embark on a journey of death to explore the mysteries, and their life stories are about to be revealed."""	"""The 'Itinerant' Nan Xiaolou and Yue Wuhua once again embark on a journey of death to explore the mysteries, and their life stories are about to be revealed."""	English	Completed		102	0.5	1699520223924	1699520326341	1699520223924	1699520326341	53300797	q...5@gmail.com	4	6	Completed	1699520326341
167599221	56187992315	9433998376	外观材质:外观挺酷炫，游戏本就的拉风 显示效果:屏幕很清晰，玩游戏1080足够了	0.5	Chinese_Simplified (CN)	0	unknown_source	Appearance and material: the appearance looks cool; game laptops are eye catching; display effect: the screen is clear and 1080 is enough for playing games.	外观材质:外观挺酷炫，游戏本就的拉风 显示效果:屏幕很清晰，玩游戏1080足够了	外观材质:外观挺酷炫，游戏本就的拉风 显示效果:屏幕很清晰，玩游戏1080足够了	false	Chinese	false	Appearance and material: the appearance is quite cool, the game is just the wind. Display effect: the screen is very clear, playing games 1080 is enough.	Appearance and material: the appearance is quite cool, the game is just the wind. Display effect: the screen is very clear, playing games 1080 is enough.	Appearance and material: the appearance is quite cool, the game is just the wind Display effect: the screen is very clear, playing games 1080 is enough	Appearance and material: the appearance is quite cool, the game is just the wind Display effect: the screen is very clear, playing games 1080 is enough	English	Completed		107	0.5	1699586215570	1699586322649	1699586215570	1699586322649	56225225	b...r@gmail.com	1	1	Completed	1699586322649
167599221	56187992316	8650804794	在这次新冠肺炎抗击战中，她和团队所提出的“四抗二平衡”方案及带去的人工肝、微生态和干细胞三大技术，显著提高了重症救治率。	0.5	Chinese_Simplified (CN)	0	unknown_source	In the fight against the COVID-19, the “four-against and two-balance” scheme proposed by her and her team and the three technologies including artificial liver, micro-ecology and stem cells have significantly improved the treatment and cure rate of severe cases.	在这次新冠肺炎抗击战中，她和团队所提出的“四抗二平衡”方案及带去的人工肝、微生态和干细胞三大技术，显著提高了重症救治率。	在这次新冠肺炎抗击战中，她和团队所提出的“四抗二平衡”方案及带去的人工肝、微生态和干细胞三大技术，显著提高了重症救治率。	false	Chinese	false	"In the fight against COVID-19, the ""four-anti and two-balance"" scheme proposed by her and her team, as well as the three major technologies of artificial liver, microecology and stem cells, significantly improved the treatment rate of severe cases."	"In the fight against COVID-19, the ""four-anti and two-balance"" scheme proposed by her and her team, as well as the three major technologies of artificial liver, microecology and stem cells, significantly improved the treatment rate of severe cases."	"In the fight against COVID-19, the ""four-anti two-balance"" scheme proposed by her and her team, as well as the three major technologies of artificial liver, microecology and stem cells, significantly improved the treatment rate of severe cases."	"In the fight against COVID-19, the ""four-anti two-balance"" scheme proposed by her and her team, as well as the three major technologies of artificial liver, microecology and stem cells, significantly improved the treatment rate of severe cases."	English	Completed		32	0.5	1699585755039	1699585787045	1699585755039	1699585787045	56225225	b...r@gmail.com	3	2	Completed	1699585787045
167599221	56187992317	8650151568	九歌图【正版书籍 闪电发货】	0.5	Chinese_Simplified (CN)	0	unknown_source	Painting of the Nine Songs [Authentic Book, Fast Shipping]	九歌图【正版书籍 闪电发货】	九歌图【正版书籍 闪电发货】	false	Chinese	false	Jiu Ge Tu [Original Book Lightning Delivery]	Jiu Ge Tu [Original Book Lightning Delivery]	Jiu Ge Tu [Original Book Lightning Delivery] -> Jiu Ge Tu [Original Book Fast Delivery]	Jiu Ge Tu [Original Book Lightning Delivery] -> Jiu Ge Tu [Original Book Fast Delivery]	English	Completed		29	0.5	1699607126953	1699607156313	1699607126953	1699607156313	53300797	q...5@gmail.com	6	4	Completed	1699607156313
167599221	56187992318	8649855807	为对的赛道加油！	0.5	Chinese_Simplified (CN)	0	unknown_source	Cheer for the right track!	为对的赛道加油！	为对的赛道加油！	false	Chinese	false	Go the right way!	Go the right way!	Cheer for the right track!	Cheer for the right track!	English	Completed		30	0.5	1699520388969	1699520419139	1699520388969	1699520419139	53300797	q...5@gmail.com	4	6	Completed	1699520419139
167599221	56187992319	10650418745	在新化红茶展馆，福建茶商看中一款名为“冰里春”的高山茶，当即下订单。	0.5	Chinese_Simplified (CN)	0	unknown_source	In the exhibition hall of Xinhua black tea, a tea merchant from Fujian took a fancy to a high mountain tea named “spring in ice” and placed an order immediately.	在新化红茶展馆，福建茶商看中一款名为“冰里春”的高山茶，当即下订单。	在新化红茶展馆，福建茶商看中一款名为“冰里春”的高山茶，当即下订单。	false	Chinese	false	"At the Newhua Red Tea Exhibition Hall, a Fujian tea merchant took a fancy to a high mountain tea called ""Binglichun"" and immediately placed an order."	"At the Newhua Red Tea Exhibition Hall, a Fujian tea merchant took a fancy to a high mountain tea called ""Binglichun"" and immediately placed an order."	At the Xinhua Red Tea Exhibition Hall, a Fujian tea merchant took a fancy to a high mountain tea called Binglichun and immediately placed an order.	At the Xinhua Red Tea Exhibition Hall, a Fujian tea merchant took a fancy to a high mountain tea called Binglichun and immediately placed an order.	English	Completed		45	0.5	1699543164279	1699543209651	1699543164279	1699543209651	56225225	b...r@gmail.com	3	4	Completed	1699543209651
167599221	56187992320	8650001027	《灯下黑》，又名《中国异闻录》，“悬疑怪才”羊行屮用全新作品《灯下黑》带你深入领略中国民俗的骨髓，那些流传至今的传说，背后有怎样凄美、动人的爱恨绝唱？	0.5	Chinese_Simplified (CN)	0	unknown_source	Darkness under the Light, also known as Strange Stories in China, a brand new work from the “thriller genius”, allows you to experience the essence of Chinese folk customs; what are the sad, beautiful and moving stories behind the legends passed down until now?	《灯下黑》，又名《中国异闻录》，“悬疑怪才”羊行屮用全新作品《灯下黑》带你深入领略中国民俗的骨髓，那些流传至今的传说，背后有怎样凄美、动人的爱恨绝唱？	《灯下黑》，又名《中国异闻录》，“悬疑怪才”羊行屮用全新作品《灯下黑》带你深入领略中国民俗的骨髓，那些流传至今的传说，背后有怎样凄美、动人的爱恨绝唱？	false	Chinese	false	"""The Dark Under the Lamp"", also known as ""The Strange Stories of China"", ""suspense genius"" Yang Xingyu uses his new work ""The Dark Under the Lamp"" to take you to the heart of Chinese folk customs. What kind of tragic and moving love and hate songs are behind those legends that have been passed down to this day?"	"""The Dark Under the Lamp"", also known as ""The Strange Stories of China"", ""suspense genius"" Yang Xingyu uses his new work ""The Dark Under the Lamp"" to take you to the heart of Chinese folk customs. What kind of tragic and moving love and hate songs are behind those legends that have been passed down to this day?"	"""The Dark Under the Lamp"", also known as ""Strange Stories of China"", ""suspense genius"" Yang Xingyu uses his new work ""The Dark Under the Lamp"" to take you to the heart of Chinese folk customs. What kind of tragic and moving love and hate songs are behind those legends that have been passed down to this day?"	"""The Dark Under the Lamp"", also known as ""Strange Stories of China"", ""suspense genius"" Yang Xingyu uses his new work ""The Dark Under the Lamp"" to take you to the heart of Chinese folk customs. What kind of tragic and moving love and hate songs are behind those legends that have been passed down to this day?"	English	Completed		38	0.5	1699519835411	1699519873336	1699519835411	1699519873336	53300797	q...5@gmail.com	4	6	Completed	1699519873336
167599221	56187992321	8650018718	推荐理由:原装进口自瑞士，自然使得它品质不凡，欧米茄端庄优雅、朴素简单，不招摇但却很迷人，通勤和正式场合都可佩戴。	0.5	Chinese_Simplified (CN)	0	unknown_source	Recommendation: original packing, imported from Switzerland, naturally unique; Omega is elegant and simple, low-key but attractive, suitable for work and formal situations.	推荐理由:原装进口自瑞士，自然使得它品质不凡，欧米茄端庄优雅、朴素简单，不招摇但却很迷人，通勤和正式场合都可佩戴。	推荐理由:原装进口自瑞士，自然使得它品质不凡，欧米茄端庄优雅、朴素简单，不招摇但却很迷人，通勤和正式场合都可佩戴。	false	Chinese	false	Recommendation: imported from Switzerland, naturally makes it extraordinary quality, Omega dignified and elegant, simple and plain, not flashy but very charming, commuting and formal occasions can be worn.	Recommendation: imported from Switzerland, naturally makes it extraordinary quality, Omega dignified and elegant, simple and plain, not flashy but very charming, commuting and formal occasions can be worn.	Recommendation: Original imported from Switzerland, naturally makes it extraordinary quality, Omega dignified and elegant, simple and plain, not flashy but very charming, commuting and formal occasions can be worn.	Recommendation: Original imported from Switzerland, naturally makes it extraordinary quality, Omega dignified and elegant, simple and plain, not flashy but very charming, commuting and formal occasions can be worn.	English	Completed		43	0.5	1699540385194	1699540428045	1699540385194	1699540428045	56225225	b...r@gmail.com	2	3	Completed	1699540428045
167599221	56187992322	8650001524	湖南日报12月10日讯（全媒体记者 张尚武 胡盼盼 通讯员 刘晓玲 摄影 李健）今天上午，第十三届湖南茶业博览会暨新化红茶推介会在湖南国际会展中心举行，展示茶产业，创新茶科技，弘扬茶文化，加快冲刺千亿茶产业目标。	0.5	Chinese_Simplified (CN)	0	unknown_source	Message from Hunan Daily on December 10 (all-media journalists: Zhang Shangwu and Hu Panpan, correspondent: Liu Xiaoling, photographer: Li Jian) The 13th Hunan Tea Industry Expo and Xinhua Black Tea Introduction and Marketing Event were held in Hunan International Expo Center this morning to exhibit tea industry, innovate tea science and technology, advocate tea culture and accelerate the process of realizing the industry objective of 100 billion.	湖南日报12月10日讯（全媒体记者 张尚武 胡盼盼 通讯员 刘晓玲 摄影 李健）今天上午，第十三届湖南茶业博览会暨新化红茶推介会在湖南国际会展中心举行，展示茶产业，创新茶科技，弘扬茶文化，加快冲刺千亿茶产业目标。	湖南日报12月10日讯（全媒体记者 张尚武 胡盼盼 通讯员 刘晓玲 摄影 李健）今天上午，第十三届湖南茶业博览会暨新化红茶推介会在湖南国际会展中心举行，展示茶产业，创新茶科技，弘扬茶文化，加快冲刺千亿茶产业目标。	false	Chinese	false	(Xinhua) -- The 13th Hunan Tea Expo and the New He County Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	(Xinhua) -- The 13th Hunan Tea Expo and the New He County Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	(Xinhua) -- The 13th Hunan Tea Expo and the Xinhua Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	(Xinhua) -- The 13th Hunan Tea Expo and the Xinhua Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	English	Completed		0	0.5	1699520677254		1699520677254		53300797	q...5@gmail.com	0	0	Expired	1699524688501
167599221	56187992322	8650363944	湖南日报12月10日讯（全媒体记者 张尚武 胡盼盼 通讯员 刘晓玲 摄影 李健）今天上午，第十三届湖南茶业博览会暨新化红茶推介会在湖南国际会展中心举行，展示茶产业，创新茶科技，弘扬茶文化，加快冲刺千亿茶产业目标。	0.5	Chinese_Simplified (CN)	0	unknown_source	Message from Hunan Daily on December 10 (all-media journalists: Zhang Shangwu and Hu Panpan, correspondent: Liu Xiaoling, photographer: Li Jian) The 13th Hunan Tea Industry Expo and Xinhua Black Tea Introduction and Marketing Event were held in Hunan International Expo Center this morning to exhibit tea industry, innovate tea science and technology, advocate tea culture and accelerate the process of realizing the industry objective of 100 billion.	湖南日报12月10日讯（全媒体记者 张尚武 胡盼盼 通讯员 刘晓玲 摄影 李健）今天上午，第十三届湖南茶业博览会暨新化红茶推介会在湖南国际会展中心举行，展示茶产业，创新茶科技，弘扬茶文化，加快冲刺千亿茶产业目标。	湖南日报12月10日讯（全媒体记者 张尚武 胡盼盼 通讯员 刘晓玲 摄影 李健）今天上午，第十三届湖南茶业博览会暨新化红茶推介会在湖南国际会展中心举行，展示茶产业，创新茶科技，弘扬茶文化，加快冲刺千亿茶产业目标。	false	Chinese	false	(Xinhua) -- The 13th Hunan Tea Expo and the New He County Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	(Xinhua) -- The 13th Hunan Tea Expo and the New He County Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	(Xinhua) -- The 13th Hunan Tea Expo and the Xinhua Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	(Xinhua) -- The 13th Hunan Tea Expo and the Xinhua Red Tea Promotion Conference were held at the Hunan International Convention and Exhibition Center on the morning of December 10th. The expo showcased the tea industry, innovated tea technology, promoted tea culture, and accelerated the goal of reaching a 10 billion yuan tea industry.	English	Completed		66	0.5	1699583542792	1699583609291	1699583542792	1699583609291	56225225	b...r@gmail.com	3	4	Completed	1699583609291
